"codigo";"descricao";"descricao_breve"
"A76";"Rickettsioses";"Rickettsioses"
"A77";"Rickettsioses";"Rickettsioses"
"A78";"Rickettsioses";"Rickettsioses"
"A79";"Rickettsioses";"Rickettsioses"
"A80";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A81";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A82";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A83";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A84";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A85";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A86";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A87";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A88";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A89";"Infecções virais do sistema nervoso central";"Infecções virais do sistema nervoso central"
"A90";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A91";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A92";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A93";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A94";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A95";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A96";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A97";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A98";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"A99";"Febres por arbovírus e febres hemorrágicas virais";"Febres por arbovírus e febres hemorrágicas virais"
"B00";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B01";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B02";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B03";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B04";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B05";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B06";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B07";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B08";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B09";"Infecções virais caracterizadas por lesões de pele e mucosas";"Infecções virais caract p/lesões de pele e mucosas"
"B15";"Hepatite viral";"Hepatite viral"
"B16";"Hepatite viral";"Hepatite viral"
"B17";"Hepatite viral";"Hepatite viral"
"B18";"Hepatite viral";"Hepatite viral"
"B19";"Hepatite viral";"Hepatite viral"
"B20";"Doença pelo vírus da imunodeficiência humana [HIV]";"Doença pelo vírus da imunodeficiência humana [HIV]"
"B21";"Doença pelo vírus da imunodeficiência humana [HIV]";"Doença pelo vírus da imunodeficiência humana [HIV]"
"B22";"Doença pelo vírus da imunodeficiência humana [HIV]";"Doença pelo vírus da imunodeficiência humana [HIV]"
"B23";"Doença pelo vírus da imunodeficiência humana [HIV]";"Doença pelo vírus da imunodeficiência humana [HIV]"
"B24";"Doença pelo vírus da imunodeficiência humana [HIV]";"Doença pelo vírus da imunodeficiência humana [HIV]"
"B25";"Outras doenças por vírus";"Outras doenças por vírus"
"B26";"Outras doenças por vírus";"Outras doenças por vírus"
"B27";"Outras doenças por vírus";"Outras doenças por vírus"
"B28";"Outras doenças por vírus";"Outras doenças por vírus"
"B29";"Outras doenças por vírus";"Outras doenças por vírus"
"B30";"Outras doenças por vírus";"Outras doenças por vírus"
"B31";"Outras doenças por vírus";"Outras doenças por vírus"
"B32";"Outras doenças por vírus";"Outras doenças por vírus"
"B33";"Outras doenças por vírus";"Outras doenças por vírus"
"B34";"Outras doenças por vírus";"Outras doenças por vírus"
"B35";"Micoses";"Micoses"
"B36";"Micoses";"Micoses"
"B37";"Micoses";"Micoses"
"B38";"Micoses";"Micoses"
"B39";"Micoses";"Micoses"
"B40";"Micoses";"Micoses"
"B41";"Micoses";"Micoses"
"B42";"Micoses";"Micoses"
"B43";"Micoses";"Micoses"
"B44";"Micoses";"Micoses"
"B45";"Micoses";"Micoses"
"B46";"Micoses";"Micoses"
"B47";"Micoses";"Micoses"
"B48";"Micoses";"Micoses"
"B49";"Micoses";"Micoses"
"B50";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B51";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B52";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B53";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B54";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B55";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B56";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B57";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B58";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B59";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B60";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B61";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B62";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B63";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B64";"Doenças devidas a protozoários";"Doenças devidas a protozoários"
"B65";"Helmintíases";"Helmintíases"
"B66";"Helmintíases";"Helmintíases"
"B67";"Helmintíases";"Helmintíases"
"B68";"Helmintíases";"Helmintíases"
"B69";"Helmintíases";"Helmintíases"
"B70";"Helmintíases";"Helmintíases"
"B71";"Helmintíases";"Helmintíases"
"B72";"Helmintíases";"Helmintíases"
"B73";"Helmintíases";"Helmintíases"
"B74";"Helmintíases";"Helmintíases"
"B75";"Helmintíases";"Helmintíases"
"B76";"Helmintíases";"Helmintíases"
"B77";"Helmintíases";"Helmintíases"
"B78";"Helmintíases";"Helmintíases"
"B79";"Helmintíases";"Helmintíases"
"B80";"Helmintíases";"Helmintíases"
"B81";"Helmintíases";"Helmintíases"
"B82";"Helmintíases";"Helmintíases"
"B83";"Helmintíases";"Helmintíases"
"B85";"Pediculose, acaríase e outras infestações";"Pediculose, acaríase e outras infestações"
"B86";"Pediculose, acaríase e outras infestações";"Pediculose, acaríase e outras infestações"
"B87";"Pediculose, acaríase e outras infestações";"Pediculose, acaríase e outras infestações"
"B88";"Pediculose, acaríase e outras infestações";"Pediculose, acaríase e outras infestações"
"B89";"Pediculose, acaríase e outras infestações";"Pediculose, acaríase e outras infestações"
"B90";"Seqüelas de doenças infecciosas e parasitárias";"Seqüelas de doenças infecciosas e parasitárias"
"B91";"Seqüelas de doenças infecciosas e parasitárias";"Seqüelas de doenças infecciosas e parasitárias"
"B92";"Seqüelas de doenças infecciosas e parasitárias";"Seqüelas de doenças infecciosas e parasitárias"
"B93";"Seqüelas de doenças infecciosas e parasitárias";"Seqüelas de doenças infecciosas e parasitárias"
"B94";"Seqüelas de doenças infecciosas e parasitárias";"Seqüelas de doenças infecciosas e parasitárias"
"B95";"Agentes de infecções bacterianas, virais e outros agentes infecciosos";"Agentes infec bacter, virais e outr agentes infecc"
"B96";"Agentes de infecções bacterianas, virais e outros agentes infecciosos";"Agentes infec bacter, virais e outr agentes infecc"
"B97";"Agentes de infecções bacterianas, virais e outros agentes infecciosos";"Agentes infec bacter, virais e outr agentes infecc"
"B99";"Outras doenças infecciosas";"Outras doenças infecciosas"
"C00";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C01";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C02";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C03";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C04";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C05";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C06";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C07";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C08";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C09";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C10";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C11";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C12";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C13";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C14";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C15";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C16";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C17";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C18";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C19";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C20";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C21";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C22";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C23";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C24";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C25";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C26";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C27";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C28";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C29";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C30";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C31";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C32";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C33";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C34";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C35";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C36";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C37";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C38";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C39";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C40";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C41";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C42";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C43";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C44";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C45";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C46";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C47";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C48";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C49";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C50";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C51";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C52";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C53";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C54";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C55";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C56";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C57";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C58";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C59";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C60";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C61";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C62";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C63";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C64";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C65";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C66";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C67";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C68";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C69";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C70";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C71";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C72";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C73";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C74";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C75";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C76";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C77";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C78";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C79";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C80";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C81";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C82";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C83";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C84";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C85";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C86";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C87";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C88";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C89";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C90";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C91";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C92";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C93";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C94";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C95";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C96";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C97";"Neoplasias [tumores] malignas(os)";"Neoplasias malignas"
"C00";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C01";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C02";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C03";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C04";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C05";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C06";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C07";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C08";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C09";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C10";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C11";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C12";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C13";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C14";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C15";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C16";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C17";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C18";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C19";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C20";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C21";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C22";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C23";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C24";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C25";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C26";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C27";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C28";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C29";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C30";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C31";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C32";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C33";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C34";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C35";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C36";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C37";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C38";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C39";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C40";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
"C41";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, de localizações especificadas, exceto dos tecidos linfático, hematopoético e tecidos correlatos";"Neoplasias malignas de localizações especificadas"
